Age,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Male,Loyal Customer,Business Travel,satisfied
35,2,666,2,5,2,3,4,2,4,4,4,5,2,1,4,4,14,7,1,1,0,0
26,1,293,1,4,1,3,3,1,3,3,5,5,5,4,4,3,32,17,1,1,0,0
47,1,447,4,5,5,3,5,5,3,5,5,1,1,2,4,5,0,0,0,0,1,0
26,1,134,1,0,1,4,4,1,2,4,4,4,4,3,1,4,0,2,1,0,1,0
38,3,337,2,2,2,1,1,2,1,1,4,4,4,5,4,1,0,0,0,0,1,0
47,3,2586,1,1,1,1,4,3,4,4,4,5,4,5,4,3,54,46,0,1,1,1
49,3,266,3,2,2,4,2,3,2,2,1,4,4,2,3,2,0,0,1,0,1,0
23,1,184,2,2,2,3,4,2,4,4,3,4,4,2,4,4,0,0,0,0,1,0
41,3,2028,3,3,3,3,4,4,4,5,5,5,5,3,5,4,0,0,1,1,1,1
42,1,409,1,5,1,5,4,1,1,4,3,2,4,1,4,4,0,20,1,1,0,0
29,2,874,3,2,2,2,3,3,3,3,3,1,3,3,3,3,56,50,1,1,1,0
37,1,448,4,1,1,1,4,4,4,4,5,4,2,1,2,4,0,0,0,1,1,1
28,3,1205,1,1,1,4,4,1,4,4,4,3,5,4,5,4,14,14,1,0,1,0
60,2,102,3,2,2,2,3,3,3,3,1,2,4,4,3,3,0,5,1,1,1,0
52,1,646,2,0,2,3,1,2,2,1,1,5,3,4,3,1,0,0,0,0,1,0
46,1,606,4,4,4,5,3,4,3,3,5,3,5,3,5,3,0,0,1,1,0,0
43,3,3946,3,3,3,3,3,5,5,4,4,4,4,5,4,4,0,0,0,1,1,1
45,1,602,1,3,1,2,2,1,2,2,3,2,2,1,2,2,0,1,1,1,0,0
25,3,1124,5,5,5,1,2,5,3,2,3,2,4,4,4,2,1,0,0,0,1,1
22,3,1470,0,0,0,1,3,0,3,3,4,5,3,3,5,3,0,0,0,0,1,1
29,1,468,2,5,2,4,5,2,5,5,3,3,4,4,5,5,0,0,0,1,0,0
41,3,3396,3,3,2,3,4,5,5,5,5,5,5,4,5,4,0,0,0,1,1,1
14,1,119,4,3,4,5,5,4,5,5,4,1,4,5,4,5,123,123,1,1,0,0
22,3,1567,3,1,1,1,3,3,3,3,1,5,4,3,4,3,0,16,1,1,1,0
42,1,2161,4,1,4,1,2,2,2,4,4,4,4,1,4,3,40,33,0,1,1,0
33,3,733,3,5,5,5,5,3,4,3,3,3,3,3,3,3,0,0,0,1,1,0
36,2,308,2,2,2,2,2,2,2,2,2,1,4,5,3,2,0,0,0,1,1,1
53,1,283,4,4,4,3,5,4,2,5,4,2,5,4,5,5,6,11,1,1,0,0
30,3,3873,3,3,3,3,4,5,4,4,4,4,4,3,4,4,0,0,0,1,1,1
55,3,1539,4,4,4,4,2,5,4,5,5,5,5,3,5,5,0,0,1,1,1,1
47,1,296,4,4,4,5,3,4,5,3,3,4,3,4,3,3,0,4,0,1,0,0
20,1,541,3,1,3,4,5,3,5,5,2,5,3,1,3,5,3,5,1,1,0,0
14,1,1186,3,3,3,2,2,3,2,2,5,4,5,4,4,2,0,0,1,0,1,0
34,3,2248,1,0,0,3,1,0,1,1,4,3,5,4,4,1,23,10,0,0,1,0
38,1,349,3,3,3,3,5,3,5,5,2,4,3,2,3,5,23,33,0,0,1,0
49,1,331,2,5,2,3,4,2,1,4,4,4,4,5,5,4,0,14,1,1,0,0
52,1,157,2,4,2,5,3,2,4,3,3,4,4,4,5,3,0,0,1,1,0,0
23,1,1014,4,3,3,3,5,3,5,5,4,4,3,3,3,5,15,43,0,0,1,0
54,1,361,2,4,4,4,2,2,2,2,3,5,3,1,3,2,0,6,1,1,1,0
28,1,2583,5,2,2,2,5,5,5,5,1,5,4,4,5,5,8,0,0,1,1,1
54,3,1452,5,5,5,5,2,4,5,4,4,4,4,4,4,4,14,8,0,1,1,1
31,3,1934,3,2,2,2,3,3,3,3,2,4,3,1,3,3,0,10,1,1,1,0
52,3,603,2,2,2,2,2,4,4,5,5,5,5,4,5,3,0,0,0,1,1,1
28,2,1506,2,4,2,3,2,2,2,2,1,2,3,4,3,2,7,32,1,1,0,0
60,3,994,2,2,2,2,5,4,5,4,4,4,4,4,4,4,32,17,1,1,1,1
53,3,2041,3,1,3,3,4,4,5,5,5,5,5,3,5,3,3,0,1,1,1,1
16,1,135,3,0,0,4,2,0,2,2,4,5,2,4,5,2,0,0,0,1,0,0
36,1,228,4,4,4,3,5,4,5,5,3,3,5,3,4,5,0,8,0,1,0,0
44,1,308,2,4,2,3,3,2,1,3,3,3,5,3,5,3,6,0,1,1,0,0
55,3,759,2,2,2,2,5,4,5,3,3,3,3,4,3,3,0,0,0,1,1,1
35,3,1522,1,1,1,1,2,1,1,4,4,4,4,2,4,2,109,83,1,1,1,1
41,1,1747,2,5,2,3,4,2,4,4,3,5,2,2,2,4,0,0,1,1,0,0
20,2,1024,2,1,2,3,3,2,3,3,3,3,2,3,2,3,4,18,0,1,0,0
20,3,1121,2,1,2,4,4,2,4,4,4,5,3,2,3,4,0,7,1,0,1,0
40,3,1276,1,1,5,1,4,5,5,5,5,5,5,4,5,3,0,0,1,1,1,1
35,3,2585,2,2,2,2,4,4,4,4,2,4,5,4,5,4,32,55,0,1,1,1
40,3,2810,2,2,2,2,5,4,4,4,4,4,4,3,4,4,0,8,0,1,1,1
37,1,704,2,2,2,3,4,2,4,4,2,2,3,3,3,4,27,12,0,0,1,0
24,3,723,3,1,1,1,3,3,3,3,1,5,3,2,3,3,1,0,1,1,1,0
41,1,237,4,4,0,2,2,0,1,2,3,5,5,4,5,2,0,0,1,1,0,0
47,2,453,3,4,3,3,2,5,5,3,3,3,3,5,3,4,0,0,0,1,0,0
46,3,1299,5,5,4,5,4,5,4,5,5,5,5,5,5,4,6,88,0,1,1,1
45,3,1428,4,4,4,4,1,5,4,4,4,4,4,1,4,2,16,0,0,1,1,1
63,1,577,3,3,2,2,3,3,3,3,3,2,4,1,2,3,7,0,1,1,1,1
18,3,3869,3,5,5,5,3,3,3,3,1,3,3,2,3,3,28,9,0,1,1,0
29,1,2158,1,4,1,4,4,1,4,4,5,5,5,4,4,4,57,41,0,1,0,0
18,1,546,3,4,2,4,2,2,2,2,2,3,4,3,3,2,0,0,0,1,0,0
26,2,337,1,1,1,3,2,1,2,2,3,3,3,4,3,2,0,0,1,1,0,0
46,1,1471,4,3,2,3,4,1,4,4,4,4,4,2,4,3,1,6,0,1,1,1
72,1,433,5,3,3,3,5,5,5,5,2,4,3,4,1,5,0,0,1,1,1,1
43,3,3403,4,4,4,4,5,5,4,5,5,5,5,4,5,4,42,41,1,1,1,1
54,3,1964,4,4,4,4,5,4,3,5,5,5,3,4,5,5,0,0,1,1,1,1
52,3,3169,2,2,2,2,2,4,5,5,5,5,5,4,5,3,23,24,1,1,1,1
62,3,265,2,2,2,3,2,3,3,3,1,3,2,3,3,3,127,195,1,0,1,0
8,2,247,1,3,1,4,5,1,3,5,4,4,3,4,4,5,1,0,1,1,0,0
43,1,1846,3,4,4,4,4,2,4,3,3,3,3,3,3,3,21,16,0,1,1,0
44,3,3102,3,3,3,3,5,5,4,4,4,4,4,5,4,3,41,54,1,1,1,1
34,1,430,1,4,1,4,5,1,5,5,4,5,4,3,3,5,0,0,1,0,1,0
37,2,912,2,4,2,2,2,2,2,2,4,3,4,3,1,2,0,0,0,1,0,0
45,3,2182,3,3,3,3,5,5,4,2,2,3,2,3,2,3,0,0,0,1,1,1
25,3,600,5,5,5,5,5,5,5,3,2,4,5,5,5,5,174,179,0,1,1,1
57,2,216,1,1,1,3,5,1,4,5,4,3,1,2,5,5,0,0,0,0,1,0
16,1,925,1,4,2,4,1,2,1,1,5,4,4,3,5,1,2,0,0,1,0,0
42,3,3874,4,4,4,4,3,2,2,5,5,5,5,1,5,2,0,0,0,1,1,1
64,1,862,1,1,1,4,2,1,2,2,4,5,4,3,4,2,7,2,1,0,1,0
26,1,524,4,3,4,4,2,4,4,2,2,3,4,3,1,2,0,4,0,0,1,0
53,1,356,4,4,4,4,4,4,4,4,1,1,1,4,1,4,0,13,1,1,1,1
61,3,458,4,4,4,4,4,5,5,4,4,4,4,5,4,3,0,0,0,1,1,1
25,3,712,5,0,5,1,3,5,3,3,3,4,4,5,5,3,0,0,1,0,1,1
33,3,631,3,3,3,1,3,3,3,3,3,2,4,4,5,3,0,0,0,0,1,0
47,3,294,2,2,2,2,4,4,5,5,5,4,5,3,5,5,0,0,0,1,1,1
10,1,731,4,4,4,4,5,4,5,5,5,2,4,3,4,5,18,0,0,0,1,0
27,2,112,3,3,3,3,3,3,2,3,2,5,5,3,2,3,49,40,0,0,1,0
49,3,3854,1,1,1,1,2,5,4,4,4,4,4,5,4,4,0,0,1,1,1,1
12,1,229,2,5,2,1,5,2,5,5,3,3,4,3,4,5,17,14,0,1,0,0
32,3,3405,2,2,2,2,4,4,4,4,3,4,2,4,1,4,14,23,0,1,1,1
62,1,621,3,4,3,3,5,3,5,5,4,4,5,4,4,5,1,7,1,1,0,0
50,3,1033,4,4,5,4,5,5,5,4,4,4,4,3,4,3,0,0,0,1,1,1
48,3,3873,4,2,4,2,2,2,3,4,4,4,4,1,4,3,0,4,1,1,1,0
35,3,488,3,3,3,4,2,3,2,2,5,2,5,4,5,2,0,0,0,0,1,0
36,3,1534,5,1,5,5,2,5,5,5,5,5,5,4,5,5,11,19,1,1,1,1
32,1,156,4,4,4,1,2,4,2,2,3,4,5,5,5,2,0,0,1,1,0,0
65,1,563,1,4,2,2,4,5,4,2,2,2,2,4,2,3,0,0,0,1,0,0
51,3,888,2,2,2,2,2,1,2,5,5,5,5,3,5,1,0,0,0,1,1,1
61,3,3074,2,2,2,2,2,3,3,4,4,4,4,5,4,4,29,29,1,1,1,1
21,1,580,4,0,4,3,3,4,3,3,4,5,5,3,4,3,0,0,0,0,1,1
54,3,158,1,1,1,1,4,4,4,2,2,2,1,1,2,4,24,27,0,1,1,0
46,3,2637,2,2,3,2,3,4,5,4,4,4,4,5,4,3,0,0,0,1,1,1
49,2,315,4,4,4,4,2,2,1,4,4,4,4,2,4,2,0,8,0,1,1,1
47,3,406,1,1,1,1,3,5,5,5,5,5,5,3,5,4,0,0,0,1,1,1
41,2,1249,4,5,5,5,4,4,4,4,3,4,5,3,5,4,0,24,1,1,1,1
38,1,358,4,5,4,2,1,4,1,1,4,2,4,4,5,1,18,9,0,1,0,0
21,1,192,3,3,3,4,1,3,1,1,3,1,3,2,4,1,22,23,0,0,1,0
36,2,719,3,4,3,3,3,3,3,3,1,3,2,3,1,3,14,13,1,1,0,0
45,3,1587,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0,0,1,1,1
55,1,377,2,4,2,3,2,2,2,2,3,3,4,4,5,2,20,18,1,1,0,0
27,3,1773,3,3,3,3,4,4,4,4,3,5,4,3,4,4,0,0,1,1,1,1
21,1,707,4,4,4,5,1,4,1,1,3,2,4,3,5,1,0,0,1,0,1,1
52,3,3343,4,4,5,4,3,4,4,5,5,5,5,5,5,5,0,0,1,1,1,1
49,3,542,5,5,5,5,2,5,2,5,5,5,5,4,5,5,6,34,0,1,1,1
36,1,346,3,3,4,4,3,3,3,3,4,2,2,3,3,3,0,0,0,1,1,1
54,3,1069,4,4,4,4,4,5,4,2,2,2,2,5,2,5,0,0,0,1,1,1
36,3,3843,4,4,4,4,5,4,5,4,4,4,4,3,4,5,37,34,0,1,1,1
48,1,411,3,5,3,1,3,5,4,3,3,3,3,4,3,4,0,0,0,1,0,0
26,3,479,0,0,0,4,4,0,2,4,5,3,4,5,4,4,1,3,1,0,1,1
39,3,2180,2,2,2,2,2,5,4,5,5,5,5,2,5,1,0,0,1,1,1,1
46,3,594,3,1,5,5,2,3,3,3,3,3,3,2,3,4,0,0,0,1,1,0
28,1,500,1,4,1,3,4,1,4,4,4,2,5,4,4,4,11,0,0,1,0,0
59,1,347,4,1,1,1,3,4,4,4,4,4,4,4,4,1,0,0,0,1,1,1
45,3,737,4,4,4,4,2,3,2,4,4,4,4,2,4,2,0,0,1,1,1,1
7,1,1576,3,4,3,2,3,3,3,3,4,3,3,4,5,3,0,0,0,1,0,0
22,1,919,2,4,2,3,4,2,3,4,2,4,4,1,3,4,0,0,0,1,0,0
56,3,2708,1,1,1,1,3,4,4,4,4,4,4,3,4,5,33,25,1,1,1,1
24,3,1138,4,4,4,4,5,4,4,5,3,2,4,4,5,5,0,0,1,0,1,1
30,1,429,1,4,2,4,3,2,3,3,3,5,2,3,1,3,5,0,1,1,0,0
49,2,2419,1,1,0,2,0,4,4,1,1,3,3,4,4,4,0,0,0,1,0,0
22,1,1733,1,4,1,2,2,1,2,2,4,4,5,4,2,2,28,14,1,1,0,0
48,1,305,2,3,2,4,1,2,1,1,4,3,5,3,3,1,0,0,0,0,1,0
55,1,1475,3,5,3,2,4,3,4,4,3,5,3,3,4,4,0,0,1,1,0,0
28,1,438,1,0,2,4,1,2,5,1,3,3,2,2,3,1,4,5,0,0,1,0
31,3,3252,4,4,3,3,4,4,4,4,1,2,3,1,4,4,0,0,0,1,1,0
32,3,3391,3,3,3,3,4,4,4,4,3,4,4,4,4,4,0,0,0,1,1,1
22,1,833,4,4,4,3,4,4,4,4,3,5,4,4,5,4,16,0,0,0,1,1
60,2,918,1,4,1,1,4,1,4,4,4,4,4,3,4,4,3,5,1,1,0,0
24,3,3459,3,3,3,3,4,4,5,4,5,3,1,3,1,4,0,0,0,1,1,1
42,3,2747,2,2,2,2,2,4,5,3,3,3,3,4,3,5,0,4,0,1,1,1
41,1,616,4,3,4,4,5,4,5,5,2,2,3,4,4,5,15,17,0,0,1,0
15,1,594,1,5,1,5,3,1,2,3,2,3,1,3,3,3,0,0,0,1,0,0
51,1,236,2,5,5,5,1,1,2,2,2,2,2,1,2,1,6,31,0,1,1,0
44,3,2481,1,1,1,1,2,4,5,4,4,4,4,4,4,5,0,0,0,1,1,1
35,2,612,3,5,3,3,5,3,4,5,3,2,4,5,4,5,3,12,1,1,0,0
39,1,1195,3,3,3,3,3,1,1,2,4,3,2,1,5,1,170,222,1,0,1,0
58,3,3553,1,1,1,1,4,5,4,5,5,5,5,3,5,5,0,0,0,1,1,1
10,1,2237,3,4,2,2,2,1,2,3,4,3,5,2,5,2,42,75,0,1,0,0
29,3,2521,4,4,4,4,5,5,5,5,4,4,5,4,4,5,21,8,1,1,1,1
59,3,544,5,5,5,1,4,5,5,3,3,5,3,2,3,3,0,4,1,1,0,1
22,3,3302,3,3,3,3,3,3,3,3,1,4,3,3,3,3,1,0,0,1,0,0
46,3,414,5,5,5,5,2,5,5,5,5,5,5,3,5,3,48,39,0,1,1,1
62,3,290,2,2,2,3,2,2,2,2,3,3,3,2,2,2,0,0,1,0,1,0
53,3,130,2,2,2,2,4,5,4,5,5,5,5,5,5,3,0,0,1,1,1,1
47,1,1276,2,4,2,3,2,2,2,2,3,3,4,3,5,2,9,23,1,1,0,0
48,2,867,3,3,3,3,5,3,5,5,4,4,3,5,5,5,0,0,0,0,1,0
42,3,231,4,4,4,4,5,4,4,5,5,5,5,5,5,4,8,6,0,1,1,1
48,3,1448,5,5,5,5,3,5,2,4,4,4,4,2,4,5,0,14,1,1,1,1
45,3,765,4,5,5,5,3,4,3,3,3,2,4,3,5,3,27,36,0,0,1,1
34,2,1400,0,0,0,3,2,0,2,2,5,1,1,1,4,2,0,0,0,1,1,1
39,3,1303,4,4,4,4,5,4,4,5,5,5,5,5,5,3,4,0,1,1,1,1
39,3,266,2,3,3,1,1,3,1,1,4,2,2,3,5,1,6,0,1,0,1,0
45,1,628,2,4,2,3,5,2,2,5,1,4,3,1,4,5,0,0,1,1,0,0
66,2,2419,1,4,1,4,2,5,4,4,4,1,4,5,4,4,17,0,0,1,0,0
41,1,370,5,5,5,3,1,5,1,1,5,4,5,2,5,1,0,0,0,1,0,1
48,1,908,2,4,2,3,5,2,5,5,1,2,4,3,4,5,0,0,1,1,0,0
26,1,1313,2,3,3,3,4,2,1,4,3,2,3,4,4,4,0,0,0,0,1,0
16,1,413,3,4,3,1,5,3,2,5,4,2,4,3,5,5,12,20,1,1,0,0
28,3,787,1,2,2,2,1,1,1,1,1,3,2,2,2,1,2,29,1,1,1,0
39,3,3327,1,1,1,1,4,4,5,4,4,4,4,3,4,4,75,69,0,1,1,1
7,1,1073,2,4,1,3,4,1,4,4,4,5,5,3,4,4,0,0,1,1,0,0
55,3,3252,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,0,0,1,1,1
62,1,503,2,5,2,2,3,2,1,3,4,2,5,3,4,3,0,0,1,1,0,0
63,1,895,1,4,2,3,4,5,4,4,4,2,4,5,4,5,1,0,0,1,0,0
56,1,427,2,2,2,2,5,1,4,2,2,2,2,1,2,2,0,0,0,1,1,1
61,1,502,1,3,1,3,1,4,4,1,1,1,4,1,1,3,19,31,0,1,0,0
52,1,1133,4,4,4,3,2,4,2,2,5,4,4,5,4,2,0,0,1,1,0,0
30,3,1817,4,2,2,2,4,4,4,4,3,5,4,2,4,4,0,14,0,1,1,0
54,3,1626,3,3,3,3,5,5,3,5,5,5,5,2,5,1,34,38,0,1,1,1
39,3,907,5,5,5,2,5,5,5,5,4,5,4,4,5,5,0,0,0,0,1,1
25,3,456,2,0,2,2,3,2,3,3,4,3,4,5,5,3,0,6,0,0,1,0
64,1,853,2,4,2,1,3,4,5,3,3,2,5,4,3,5,0,0,0,1,0,0
49,3,757,1,1,1,4,4,1,5,4,4,2,5,3,4,4,0,0,1,0,1,0
42,1,495,4,4,4,4,5,4,3,4,4,4,4,2,4,5,2,22,0,1,1,1
35,1,674,3,3,3,3,3,3,1,3,3,5,4,1,3,3,52,48,1,0,1,0
39,2,316,2,1,1,1,2,2,2,2,2,2,3,1,4,2,0,0,0,1,1,0
50,3,3878,1,1,1,1,2,5,4,5,5,5,5,5,5,4,4,0,1,1,1,1
50,3,77,3,3,5,3,1,4,4,4,4,4,3,2,4,2,15,9,1,1,1,0
22,1,628,3,5,3,1,3,3,3,3,2,4,1,3,5,3,0,0,0,1,0,0
34,1,1504,3,5,3,2,3,2,2,5,5,2,4,2,1,2,146,148,1,1,0,0
48,3,1547,3,3,3,3,2,5,5,4,4,5,4,5,4,5,0,0,1,1,1,1
39,3,3387,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,0,1,1,1,1
43,1,991,4,3,5,3,4,4,4,4,2,4,3,1,2,4,0,14,1,1,1,0
22,1,842,2,2,2,3,3,2,3,3,4,5,2,2,3,3,0,0,1,1,0,0
51,3,2475,1,1,1,1,3,4,5,5,5,5,5,3,5,5,0,10,1,1,1,1
34,1,368,2,1,3,3,1,3,1,1,4,3,3,4,4,1,0,0,0,0,1,0
18,3,1471,5,3,5,3,5,5,4,5,5,2,5,3,5,5,0,0,1,0,1,1
38,3,1620,3,3,3,3,1,1,5,4,4,4,4,3,4,3,0,0,1,1,1,1
35,1,432,4,4,5,2,5,5,5,5,4,3,5,4,5,5,14,2,1,1,0,1
11,3,341,2,3,2,3,2,2,2,2,3,1,4,1,4,2,3,3,0,1,0,0
40,1,73,1,1,1,1,1,1,1,1,4,1,4,3,3,1,1,24,0,1,1,0
43,3,1870,0,0,0,4,3,4,4,3,3,3,3,5,3,5,0,0,0,1,1,1
41,1,1062,4,5,4,1,1,4,1,1,5,2,5,5,5,1,0,0,0,1,0,1
48,3,1947,4,4,4,4,3,4,5,5,5,5,5,4,5,4,10,2,1,1,1,1
23,2,403,2,3,2,3,4,2,5,4,4,5,2,2,2,4,96,129,0,0,1,0
29,3,867,4,4,4,4,2,4,2,2,3,5,3,3,4,2,0,0,0,0,1,1
33,1,1010,3,3,3,2,5,3,5,5,4,1,2,4,4,5,0,0,0,1,0,0
56,1,936,3,1,1,1,1,4,3,3,3,3,3,1,3,1,66,57,0,1,1,1
17,2,240,2,4,2,3,5,2,5,5,5,2,5,4,5,5,0,0,0,1,0,0
68,1,2139,2,5,2,4,1,2,1,1,3,5,4,5,5,1,37,23,1,1,0,0
44,3,1045,1,1,1,1,5,5,5,3,3,4,3,3,3,5,0,0,0,1,1,1
60,1,1097,5,3,3,3,5,5,5,5,4,3,4,2,1,5,0,0,1,1,1,1
27,3,216,2,2,2,4,2,2,2,2,1,5,3,1,3,2,9,10,1,0,1,0
43,1,491,3,4,3,3,3,3,3,5,1,1,5,3,5,3,167,159,1,1,0,0
52,1,326,4,4,4,4,4,4,4,4,3,4,1,1,1,4,0,0,1,1,1,1
23,2,438,4,5,5,5,4,4,5,4,5,3,4,3,2,4,0,2,0,1,1,1
59,3,986,1,1,1,1,2,5,4,5,5,5,5,3,5,3,0,2,1,1,1,1
25,1,2306,3,5,3,3,4,3,4,4,3,5,4,3,5,4,0,0,0,1,0,0
22,1,866,3,3,3,3,5,3,5,5,4,3,3,2,3,5,5,22,1,0,1,0
53,3,1464,1,1,1,1,4,4,4,3,2,4,4,4,5,4,172,168,0,1,1,1
23,1,2777,2,2,2,4,2,2,2,2,2,5,3,3,4,2,0,0,1,1,0,0
42,3,2446,1,1,1,1,3,5,4,4,4,4,4,5,4,3,0,0,1,1,1,1
41,2,937,2,5,2,5,2,5,5,3,3,2,3,2,3,1,0,0,0,1,0,0
50,3,550,5,5,5,5,4,5,5,5,5,4,5,5,5,4,31,19,0,1,1,1
59,3,1587,2,2,2,2,4,4,4,5,5,5,5,3,5,4,0,0,0,1,1,1
33,2,431,1,5,1,3,5,1,1,5,4,3,4,4,4,5,0,0,0,1,0,0
51,3,1129,2,3,3,3,4,4,3,2,2,2,2,1,2,1,10,12,1,1,1,0
30,3,2833,5,5,5,5,4,4,4,4,3,2,5,4,5,4,0,0,0,1,1,1
74,2,299,4,1,1,1,4,3,3,1,3,1,2,3,4,3,115,138,0,1,1,0
40,1,1008,5,3,3,3,5,5,5,5,3,2,5,3,1,5,28,38,1,1,1,1
69,1,458,4,0,4,4,4,4,1,4,3,2,5,5,1,4,43,57,1,0,1,1
47,1,331,4,3,3,3,4,4,4,4,4,1,2,3,2,4,14,9,1,1,1,0
50,1,502,3,2,2,2,5,3,4,3,3,3,3,3,3,2,0,0,0,1,1,0
12,1,2133,4,5,4,2,5,4,3,5,3,1,5,4,4,5,2,0,0,1,0,1
26,3,2048,3,2,2,2,3,3,3,3,4,4,4,2,4,3,0,0,1,1,1,0
25,1,281,2,2,2,2,2,2,3,2,4,4,4,2,4,2,0,0,1,1,1,0
29,3,965,4,4,4,4,5,5,5,5,5,3,4,5,4,5,3,0,1,1,1,1
35,1,601,1,1,1,3,5,1,5,5,4,4,3,2,3,5,17,3,1,1,0,0
49,1,373,3,4,3,4,1,3,2,4,4,3,5,3,4,3,3,0,0,1,0,0
46,1,2446,3,5,5,5,3,4,3,4,4,3,4,1,4,2,0,8,0,1,1,0
43,1,372,1,2,1,1,5,1,5,5,3,2,3,3,5,5,0,0,1,1,0,0
22,1,500,3,2,3,4,3,3,3,3,1,5,3,4,3,3,14,0,0,0,1,0
69,1,458,2,5,2,3,3,2,4,3,3,4,4,4,4,3,0,0,1,1,0,0
27,1,999,5,3,5,3,4,5,5,4,4,1,5,1,3,4,5,0,1,1,0,1
34,1,590,1,4,1,2,3,1,3,3,3,3,2,3,1,3,0,6,0,0,1,0
60,3,1561,2,5,5,5,3,1,2,2,2,2,2,1,2,3,0,0,0,1,1,0
29,3,533,1,1,1,1,4,4,4,4,2,4,5,3,2,4,1,0,0,1,1,1
17,1,1189,2,2,2,4,4,2,4,4,1,3,4,3,3,4,1,0,0,0,1,0
59,1,125,2,5,2,4,5,2,2,5,2,5,5,1,5,5,35,29,1,0,1,0
36,2,1721,1,4,1,2,5,1,5,5,3,4,5,4,4,5,1,1,1,1,0,0
26,3,1184,2,2,2,2,2,2,2,2,4,4,4,3,5,2,0,0,0,0,1,0
38,1,152,3,5,3,3,5,3,5,5,3,5,4,4,4,5,0,2,1,1,0,0
39,3,338,4,4,4,4,4,4,4,4,4,4,4,1,3,4,0,0,1,0,1,0
48,1,463,4,3,3,3,4,4,4,4,4,4,4,3,2,4,0,0,1,1,1,1
54,3,2137,3,3,3,3,2,5,5,5,5,5,5,4,5,5,79,62,0,1,1,1
34,3,2585,4,4,4,4,4,5,5,4,2,5,4,5,5,5,0,0,1,0,1,0
52,1,853,4,1,5,1,4,4,4,4,2,3,2,3,4,4,7,0,1,1,1,1
28,1,803,3,4,4,4,1,4,1,1,3,2,4,4,3,1,0,0,0,0,1,0
42,1,773,4,3,4,2,5,3,3,5,5,4,4,1,5,3,0,3,0,1,0,0
19,1,1005,1,4,1,5,5,1,5,5,5,2,4,4,4,5,35,20,0,1,0,0
25,3,305,4,0,4,1,1,4,1,1,5,5,5,4,4,1,44,30,1,0,1,0
39,3,288,2,2,2,3,1,2,1,1,2,4,3,1,3,1,50,43,0,0,1,0
52,2,678,2,2,2,2,2,2,2,2,1,1,3,1,3,2,0,20,1,1,1,0
37,1,945,2,2,1,2,2,1,2,2,1,5,3,3,2,2,0,0,1,1,0,0
45,3,541,3,3,5,3,4,4,4,4,4,4,4,4,4,5,0,0,0,1,1,1
20,1,1357,1,1,1,3,4,1,4,4,4,3,5,4,4,4,57,33,0,0,1,0
44,3,583,5,5,5,5,5,4,5,4,4,4,4,5,4,3,0,0,1,1,1,1
56,1,925,2,4,4,4,5,4,3,2,2,2,2,2,2,1,0,0,0,1,1,0
53,1,3784,3,4,3,3,3,5,5,4,4,4,5,5,5,5,0,0,0,1,0,0
69,3,2395,1,1,1,1,5,1,2,5,5,5,5,4,5,1,0,0,0,1,1,1
25,2,925,0,4,0,1,4,0,5,4,4,5,2,5,5,4,4,0,0,1,1,1
72,3,214,2,4,4,4,5,3,3,2,2,2,2,1,2,1,10,24,1,1,1,0
48,1,491,2,4,4,4,2,2,2,2,3,3,4,4,3,2,0,0,1,1,1,0
21,1,1091,2,3,2,3,5,2,5,5,2,2,5,4,4,5,0,0,1,1,0,0
16,1,406,3,1,3,3,4,3,5,4,3,1,3,1,4,4,9,8,1,1,0,0
48,3,2928,1,1,2,1,3,4,4,4,4,4,4,3,4,5,0,0,1,1,1,1
51,3,1610,4,4,4,4,2,4,4,4,4,4,4,5,4,4,0,5,0,1,1,1
24,1,577,2,4,3,5,2,3,2,2,3,5,5,4,4,2,0,0,0,0,1,0
49,1,846,4,3,3,3,4,4,3,4,4,4,4,4,4,2,12,1,0,1,1,1
20,1,1416,3,3,3,1,2,3,2,2,1,2,5,1,3,2,0,0,0,0,1,0
38,3,143,4,4,4,4,4,4,4,4,5,4,4,4,5,4,0,0,0,0,1,1
37,3,2924,1,1,1,1,4,5,4,4,4,4,4,2,4,5,0,0,1,1,1,1
58,1,319,3,3,3,3,1,3,5,1,2,3,5,1,4,1,0,0,1,1,0,0
22,1,134,3,2,3,4,4,3,4,4,4,1,3,3,3,4,0,0,1,1,0,0
9,3,427,3,3,3,3,1,3,1,1,2,5,3,1,3,1,0,0,0,1,0,0
50,3,480,5,5,5,4,1,5,1,1,4,4,5,4,4,1,20,2,0,0,1,1
23,3,600,4,0,4,2,1,4,1,1,5,5,4,4,4,1,12,9,1,0,1,1
32,1,867,4,4,4,4,4,5,4,4,5,5,1,1,4,4,0,1,1,1,1,1
55,3,2542,4,2,4,4,2,4,5,4,4,4,5,3,4,4,0,0,0,1,1,1
63,1,663,2,4,2,3,4,4,3,2,2,2,1,2,2,3,76,57,0,1,0,0
44,3,1034,1,1,1,1,3,3,1,4,4,4,4,4,4,2,0,0,0,1,1,1
39,3,3337,3,3,3,3,3,3,5,5,5,4,5,1,5,5,0,0,1,1,1,1
