Inflight wifi service,Online boarding,Age,Flight Distance,Baggage handling,Checkin service,Loyal Customer,Seat comfort,Business Travel,Inflight entertainment
1,3,55,1020,3,4,1,3,0,3
3,4,61,1033,5,4,1,3,0,3
2,2,37,177,5,5,1,5,0,5
2,3,70,395,1,5,1,2,0,1
1,5,52,3583,4,4,1,4,1,4
3,3,26,680,4,1,0,1,1,5
3,3,42,1874,3,2,0,3,1,3
1,1,24,541,4,4,1,1,1,1
3,4,36,2378,4,3,1,3,0,4
2,3,49,391,2,4,1,5,1,2
3,3,31,539,5,4,1,3,0,3
4,5,39,1310,5,4,1,4,1,5
1,1,14,201,3,4,1,5,0,5
5,5,52,403,4,2,1,5,1,5
3,3,22,262,3,4,1,2,0,2
2,4,39,792,4,4,1,4,1,4
4,5,44,2611,3,5,1,5,0,4
3,3,10,1797,4,3,1,5,0,5
5,4,38,3150,3,4,1,5,1,3
2,3,56,1005,2,3,1,3,1,2
3,3,22,2074,2,2,1,3,1,3
1,4,44,325,5,4,1,5,1,5
2,2,7,1671,5,2,1,4,0,4
1,1,23,280,4,1,1,4,0,4
2,2,18,533,3,3,1,4,0,5
3,5,45,2666,4,5,1,5,1,4
1,1,17,1237,4,4,1,1,0,1
4,4,40,1945,5,4,1,5,1,5
3,3,25,936,3,3,1,2,1,3
2,2,17,794,4,1,1,2,1,2
1,1,25,819,3,3,1,3,1,1
4,2,55,871,4,2,1,2,1,4
4,4,47,484,5,5,1,5,1,5
2,2,29,395,4,3,0,5,1,5
1,1,23,677,5,3,0,2,1,2
2,2,63,671,3,4,1,3,0,3
5,4,57,2814,4,3,1,4,1,4
2,2,25,402,3,4,0,5,1,5
4,3,35,2049,4,2,1,4,1,4
1,1,25,175,5,5,1,1,0,1
1,4,24,1383,2,4,0,4,1,4
2,2,36,691,4,3,1,1,0,1
1,4,48,1046,5,3,1,4,0,5
5,5,45,1843,4,4,1,5,1,4
1,1,34,1269,4,3,1,1,1,1
4,4,20,1197,4,3,1,4,0,4
3,3,20,612,3,2,1,3,0,3
4,4,59,1947,3,3,1,5,1,3
0,0,21,383,5,4,0,3,1,3
2,5,33,1062,4,3,1,4,1,4
4,4,39,374,1,3,0,3,1,3
2,2,21,957,4,2,0,5,1,5
2,4,57,2531,2,4,1,4,1,4
5,5,25,722,5,1,1,4,0,4
4,4,58,3697,5,3,1,5,1,5
2,1,35,3505,4,4,1,5,1,4
3,5,42,1190,5,3,1,5,0,5
4,4,51,585,2,4,1,4,1,4
2,5,34,2386,5,3,1,5,1,5
4,4,24,214,4,5,0,1,1,1
3,4,19,1558,5,3,1,3,0,1
5,4,21,204,5,4,0,1,1,1
2,4,67,460,1,4,1,4,0,1
2,2,34,281,4,3,0,5,1,5
4,4,64,145,4,1,1,4,1,4
3,5,47,3250,4,5,1,5,1,4
1,1,24,331,3,4,1,3,0,3
3,3,22,1056,3,1,0,3,1,3
1,1,14,425,3,2,1,4,0,2
1,4,85,2078,5,4,1,4,1,3
2,2,35,1472,2,2,0,5,1,5
3,5,55,3784,4,3,1,5,1,4
4,4,54,235,5,5,1,4,1,4
4,4,28,1488,4,3,0,2,1,2
2,4,57,1062,5,4,1,4,0,5
2,5,68,1076,3,4,1,4,0,3
4,3,22,3605,4,4,1,4,1,4
1,4,59,980,1,4,1,4,1,1
5,5,54,2563,5,4,1,5,1,5
3,3,7,271,3,2,1,4,0,4
1,1,16,1276,3,5,1,3,0,3
3,2,57,1440,3,3,1,2,1,3
4,5,57,599,3,3,1,5,1,3
2,2,20,1009,3,3,0,2,1,3
4,4,43,1036,5,5,0,2,1,2
5,5,38,590,4,5,1,5,0,5
3,5,10,2777,4,5,1,5,0,2
2,2,45,237,2,4,1,2,0,2
3,3,50,316,2,3,1,4,0,4
1,1,20,937,3,5,1,1,0,1
2,2,40,1585,5,1,1,3,1,5
4,5,44,591,5,5,1,4,1,5
0,5,46,237,5,5,1,4,1,5
3,2,51,685,5,1,1,3,0,5
4,2,52,1262,4,1,1,3,1,4
4,4,56,563,4,4,1,3,0,3
5,5,26,719,5,4,0,4,1,4
3,4,44,606,4,5,1,5,1,4
3,4,44,3866,4,4,1,4,1,4
3,5,49,590,3,3,1,4,1,3
4,4,41,1520,5,5,1,5,1,5
4,4,44,1035,5,3,1,4,1,4
4,4,36,733,4,3,1,4,1,4
2,2,16,946,2,3,1,4,0,4
3,5,41,861,3,5,1,5,1,3
1,1,39,1814,3,3,0,5,1,5
2,2,50,214,4,3,0,4,1,4
1,5,53,441,5,3,1,4,1,5
2,4,30,2971,1,4,1,4,1,4
1,4,48,273,5,5,1,5,1,5
3,3,12,282,1,2,1,5,0,1
1,4,39,2656,3,4,1,4,1,3
4,4,7,954,5,1,1,1,0,1
0,0,23,231,4,1,0,3,1,3
3,4,37,391,4,5,1,2,1,4
2,2,33,749,1,2,1,3,0,3
4,4,38,163,2,1,1,4,1,4
4,5,43,2167,4,5,1,5,1,4
4,3,28,1149,5,5,0,5,1,5
3,4,62,991,1,1,1,4,0,1
3,3,44,391,2,2,1,3,1,3
5,5,26,954,4,4,0,5,1,5
4,4,27,528,4,4,0,3,1,3
2,4,48,1145,4,3,1,4,0,4
2,2,27,315,3,3,0,1,1,1
4,5,20,335,5,3,0,5,1,5
5,4,22,2369,4,4,1,4,1,4
1,3,70,109,1,5,1,4,0,1
3,4,27,236,4,4,0,4,1,2
3,5,66,308,5,2,1,5,0,5
3,2,33,561,5,3,1,4,0,4
2,2,22,404,3,1,0,5,1,5
5,5,50,3752,4,5,1,4,1,4
2,2,27,844,1,2,0,4,1,3
4,4,34,484,5,3,0,1,1,1
2,2,31,373,4,3,1,1,0,1
2,3,62,1514,2,3,1,3,0,3
5,5,13,1023,3,3,1,3,0,3
5,5,57,467,5,3,1,5,1,5
3,3,45,569,5,3,0,5,1,5
2,2,55,2355,3,2,0,2,1,2
2,2,23,3824,3,3,1,2,1,2
2,4,42,1811,5,3,1,5,1,5
2,2,60,684,5,5,1,2,0,2
3,5,42,1355,4,5,1,5,1,4
3,3,50,429,2,3,1,2,0,2
2,2,22,1011,3,3,0,5,1,3
5,4,24,2919,3,4,1,5,1,5
3,4,53,2810,5,3,1,5,1,5
3,4,72,357,3,1,1,3,1,3
2,2,26,842,4,5,0,4,1,4
1,4,50,3543,4,3,1,4,1,4
5,5,35,285,1,3,1,5,1,5
3,3,71,237,3,2,1,3,1,3
3,3,47,528,4,2,1,3,1,3
4,1,43,488,4,3,1,1,1,4
2,5,29,3487,5,4,1,5,1,5
4,5,54,89,4,1,1,5,1,5
2,2,65,896,4,5,1,2,0,3
1,4,51,226,5,3,1,5,1,5
4,4,23,110,5,1,0,3,1,4
5,2,47,2106,5,1,1,2,1,5
3,3,41,192,5,5,1,5,0,3
2,3,55,989,2,1,1,3,1,2
2,5,60,214,3,3,1,4,0,3
3,3,14,592,4,2,1,2,0,2
1,5,44,1400,4,4,1,5,1,4
2,2,27,761,3,5,0,5,1,3
2,2,25,859,4,1,0,1,1,1
4,4,14,874,2,4,1,2,0,3
4,4,43,2335,2,4,1,4,1,2
3,4,26,391,2,5,1,1,0,1
4,3,50,1892,5,3,1,5,1,5
5,5,51,844,4,4,1,4,1,4
4,2,42,813,3,4,1,2,1,3
2,2,34,1173,2,2,1,4,0,5
2,2,40,612,5,2,0,5,1,5
2,2,25,562,3,1,1,2,1,2
1,5,42,598,4,5,1,5,1,4
4,5,30,1237,3,3,1,5,1,5
2,2,38,197,4,3,1,2,0,2
0,4,41,3185,5,4,1,4,1,5
2,2,35,363,3,2,1,2,1,2
1,4,49,235,1,1,1,4,1,1
4,2,47,373,5,2,1,2,0,3
5,5,35,3410,4,4,1,4,1,4
1,1,25,1931,4,1,1,1,1,1
3,3,36,1089,4,4,0,3,1,3
4,5,52,1965,5,4,1,4,1,5
5,4,43,310,5,5,1,5,1,5
4,4,57,3217,2,4,1,5,1,2
4,2,55,397,5,2,1,2,1,5
4,4,42,1666,4,5,1,4,1,4
4,5,44,391,4,4,1,2,1,4
3,5,59,1722,5,3,1,4,1,5
4,4,45,575,2,5,1,5,1,2
0,1,42,2026,4,3,1,5,1,4
1,5,30,3886,4,4,1,5,1,5
1,1,33,3904,4,5,1,2,1,4
1,4,24,500,5,4,1,3,1,3
1,1,17,968,4,3,1,5,0,5
4,5,53,544,2,4,1,5,1,2
3,3,8,1269,5,4,1,2,0,4
1,2,55,302,1,2,1,2,0,1
4,4,39,201,5,4,1,5,1,4
2,2,24,1009,4,3,0,5,1,5
3,3,22,522,3,3,1,5,0,5
1,5,59,546,5,3,1,5,1,5
4,4,35,436,5,3,1,4,0,4
1,1,17,1090,2,2,1,4,0,4
4,4,20,1552,5,4,1,4,1,4
5,5,29,529,5,3,1,3,0,3
1,1,32,3567,3,4,1,1,1,1
4,4,34,1999,5,5,1,4,1,5
4,2,42,2921,5,1,1,2,1,5
5,5,45,864,4,5,1,1,0,1
3,3,26,160,3,4,1,5,0,5
2,5,38,3475,5,3,1,5,1,5
4,4,57,1010,4,1,1,4,1,4
3,5,40,3491,5,4,1,4,1,5
2,2,52,929,2,2,1,2,1,2
0,4,44,1211,2,4,1,5,0,2
3,3,32,1066,4,5,1,3,0,3
3,5,25,507,5,4,1,5,1,5
1,1,23,562,1,5,0,2,1,2
1,1,30,862,3,1,0,2,1,2
1,4,40,387,1,4,1,3,1,1
1,5,39,2050,5,4,1,4,1,5
2,2,21,447,1,4,0,2,1,3
5,4,60,2567,5,5,1,4,1,5
1,1,68,331,4,4,1,4,0,4
4,3,48,1665,5,3,1,5,1,3
5,5,50,1211,3,1,1,5,1,5
2,2,63,998,3,3,0,2,1,2
2,2,26,762,4,3,1,1,1,2
5,5,17,271,1,5,1,5,0,5
1,5,46,429,2,5,1,4,0,2
3,2,10,867,5,4,1,2,0,2
2,4,51,3420,2,3,1,4,1,2
5,5,37,404,4,5,0,1,1,1
2,2,51,352,2,2,1,2,1,2
5,5,51,1217,3,5,1,5,1,2
2,2,38,451,4,2,1,2,1,3
2,2,17,101,4,1,1,2,1,2
1,1,37,1411,4,3,1,1,0,1
2,2,52,1237,2,5,1,2,1,2
2,3,59,363,1,3,1,2,0,3
3,3,29,3887,3,1,1,3,1,3
3,3,25,951,3,4,1,3,0,3
5,5,20,1487,5,4,0,1,1,1
4,5,31,3347,3,5,1,5,1,5
2,3,52,837,2,1,1,3,1,2
4,1,46,907,5,1,1,1,1,5
2,5,35,530,4,3,1,4,0,4
3,3,10,516,3,2,0,3,1,2
4,4,62,255,4,4,1,2,0,2
5,5,54,134,3,1,1,5,1,5
2,3,32,247,3,4,1,2,1,2
4,4,45,1739,1,3,1,4,0,1
5,5,39,1633,4,5,1,5,1,4
3,3,8,853,4,2,1,3,0,3
1,5,38,764,4,4,1,4,1,4
3,5,32,3541,2,2,1,5,1,5
1,1,61,116,3,1,1,1,1,3
1,2,67,2042,1,3,1,2,1,1
5,3,18,3648,4,4,1,3,1,3
2,2,23,447,4,5,1,5,0,5
3,3,51,1738,2,3,1,3,1,3
2,4,35,2672,4,4,1,5,1,4
2,5,47,156,3,1,1,1,1,4
4,4,30,1237,2,1,1,4,1,4
0,4,48,2449,5,3,1,5,1,5
1,2,75,726,3,1,0,5,1,3
1,4,43,624,5,3,1,3,1,5
4,4,59,436,5,1,0,2,1,2
2,2,16,861,5,4,1,2,0,2
2,2,65,1235,1,3,1,4,0,1
2,3,12,328,3,4,1,5,0,5
3,3,39,158,4,4,1,4,0,4
4,5,57,2093,4,3,1,4,1,4
1,1,39,192,3,4,0,4,1,4
3,3,23,479,1,4,0,2,1,2
1,1,69,588,3,1,1,1,0,1
4,4,32,946,1,2,1,4,1,4
3,4,72,922,5,3,1,4,1,5
1,3,48,425,1,3,1,3,1,1
1,5,45,719,5,5,1,5,0,5
2,2,12,925,3,1,1,3,0,3
4,4,7,1386,5,4,0,2,1,2
4,4,40,259,4,5,0,5,1,5
3,3,69,1670,4,3,1,4,0,5
3,4,39,332,2,1,1,2,0,2
4,4,52,248,4,4,1,5,0,4
2,2,26,862,3,4,0,1,1,1
3,3,23,550,3,3,1,5,0,5
0,4,57,2198,3,3,1,5,1,3
1,2,15,1303,5,4,1,1,0,1
4,4,20,433,2,1,0,2,1,2
5,5,28,1352,5,5,1,5,1,5
4,4,50,577,3,4,1,4,1,3
1,0,36,541,4,4,0,4,1,4
3,5,58,2865,5,5,1,5,1,5
3,4,34,391,1,3,1,5,0,1
3,3,24,773,4,3,1,1,1,3
3,3,33,883,2,3,1,3,1,4
4,4,45,550,3,3,1,3,0,3
3,5,56,2724,5,3,1,5,1,5
4,4,38,190,4,4,1,4,1,4
4,4,20,590,5,3,0,1,1,2
1,1,32,315,5,1,1,1,0,1
2,2,40,77,2,5,0,4,1,3
2,4,48,1389,5,2,1,1,0,5
0,5,53,1721,5,5,1,5,0,3
2,2,24,1670,3,3,1,4,1,2
2,2,37,207,3,4,1,2,1,2
5,4,56,2125,2,5,1,5,1,2
3,4,48,189,3,3,1,4,1,3
2,4,32,2353,4,3,1,4,1,4
5,5,42,2500,5,4,1,4,1,5
4,3,24,387,4,3,0,1,1,1
1,1,18,534,2,4,0,4,1,4
4,4,51,270,2,1,1,4,1,4
1,2,18,868,4,2,0,2,1,2
3,3,47,1208,4,4,1,5,0,3
5,4,39,551,5,5,1,5,1,5
3,5,68,746,2,4,1,5,0,2
4,4,20,370,3,2,0,1,1,1
5,5,27,606,4,5,1,5,1,5
4,4,44,337,4,3,0,2,1,2
3,4,44,581,5,4,1,5,0,5
2,2,22,366,3,2,0,3,1,3
4,5,60,967,4,5,1,5,1,4
2,2,20,532,4,2,0,5,1,5
3,2,59,472,3,4,1,2,1,3
3,3,38,189,4,5,0,1,1,1
5,5,25,236,3,4,0,2,1,3
2,2,27,460,5,5,0,1,1,1
2,1,23,200,3,1,0,1,1,2
2,2,44,957,5,4,1,4,0,4
1,4,24,501,5,3,1,4,1,4
1,5,53,715,4,3,1,5,1,4
5,4,24,1325,4,3,1,5,1,5
4,5,31,290,4,4,1,2,0,2
4,5,41,3877,5,5,1,5,1,3
3,4,25,551,3,1,0,4,1,4
1,2,40,453,4,1,1,1,1,1
1,4,53,1609,2,3,1,5,0,2
3,4,53,1201,3,2,1,4,1,3
2,4,59,1971,2,1,1,4,1,2
2,3,38,3182,2,3,1,2,1,2
5,4,40,802,5,3,1,4,1,5
4,1,47,419,4,2,1,1,1,4
4,5,45,3813,5,5,1,4,1,5
2,5,66,787,2,5,1,4,0,2
5,5,57,720,2,2,1,5,1,5
3,4,57,762,5,3,1,4,0,5
1,1,55,604,5,3,1,3,1,5
2,4,53,944,5,4,1,4,1,5
2,2,44,345,3,1,1,1,1,1
5,5,23,2291,4,5,1,5,1,5
2,4,39,2045,4,1,1,2,1,4
0,4,57,2939,3,5,1,4,1,3
5,4,32,238,4,1,1,4,1,4
4,4,40,557,4,3,1,4,0,4
2,4,46,1089,4,5,1,2,0,4
4,4,57,1810,5,4,1,5,1,5
2,2,25,395,5,1,0,1,1,1
3,3,41,102,3,2,1,3,0,2
3,4,44,1872,2,5,1,4,1,2
1,4,47,627,1,3,1,3,1,1
0,3,62,1576,2,1,1,4,0,3
3,3,38,3199,4,3,1,5,1,4
3,4,35,3835,5,5,1,5,1,5
1,5,38,3974,4,3,1,5,1,4
1,4,58,1670,4,4,1,5,1,4
4,4,33,946,2,2,1,4,0,4
1,3,39,3631,1,2,1,3,1,1
5,5,28,874,5,5,0,3,1,3
3,4,65,356,3,4,1,4,1,3
2,2,27,861,4,1,0,2,1,2
4,4,18,1096,4,4,1,4,1,4
3,3,24,239,4,1,0,3,1,3
3,4,57,500,3,3,1,5,0,3
2,5,39,3882,5,5,1,5,1,5
3,4,49,468,3,4,1,4,0,3
4,4,22,495,3,4,1,5,0,5
2,1,13,1587,4,1,1,1,0,4
4,5,56,2586,5,4,1,5,1,5
5,4,34,861,4,3,1,4,1,4
2,2,53,759,4,5,1,1,0,1
2,2,13,431,5,4,1,1,0,1
3,3,48,667,1,2,1,3,1,3
4,4,43,2937,3,4,1,5,1,3
5,5,24,1463,1,5,1,4,1,5
0,5,50,351,4,5,1,5,0,5
3,3,50,1204,4,3,1,5,0,5
2,2,42,337,4,5,0,2,1,2
1,1,29,1947,5,4,1,1,0,1
2,5,62,383,5,4,1,4,0,5
3,3,27,945,4,1,0,3,1,3
4,4,55,370,2,2,1,2,0,4
1,5,25,451,5,5,1,5,0,5
4,4,40,512,1,5,1,4,1,4
3,2,23,1024,4,1,1,3,1,3
3,4,26,2275,5,5,1,4,1,4
2,2,46,762,5,3,1,5,0,5
3,5,39,299,5,4,1,5,1,5
4,4,38,591,4,1,1,4,1,4
5,3,58,422,5,2,1,3,1,5
5,5,21,1201,5,3,0,1,1,2
2,2,51,391,1,2,1,2,1,4
5,1,12,419,2,2,1,2,0,2
1,4,26,888,4,5,1,4,1,4
3,4,27,577,2,4,1,4,1,4
2,2,10,73,1,3,1,3,0,3
4,4,28,679,3,3,1,4,1,4
0,5,42,331,3,3,1,4,1,2
3,5,37,2990,4,4,1,4,1,4
5,2,51,160,5,5,1,1,1,5
2,2,27,814,3,1,0,4,1,4
4,5,63,349,2,4,1,5,0,2
1,1,21,543,4,3,1,1,1,1
4,5,56,930,2,3,1,5,1,2
0,0,20,349,3,3,0,2,1,2
2,3,41,372,5,4,1,2,0,2
1,1,33,183,4,1,0,4,1,4
3,3,14,758,4,2,0,3,1,3
2,2,59,1488,3,3,1,2,1,2
2,3,35,2143,4,3,1,1,1,4
3,3,42,314,4,3,1,3,1,1
2,4,38,1604,4,4,1,5,1,4
4,4,68,240,4,3,1,4,0,3
2,5,62,358,2,3,1,4,0,2
3,3,52,986,3,4,1,5,0,5
2,2,41,296,4,4,1,1,0,1
2,4,53,3642,4,3,1,5,1,4
2,2,45,649,2,1,0,5,1,5
4,4,49,781,3,4,1,4,1,1
0,5,44,1803,1,5,1,4,1,1
5,5,20,231,5,1,0,5,1,5
4,5,60,1745,5,4,1,5,1,5
2,2,21,371,3,3,0,1,1,1
3,4,53,3375,4,3,1,4,1,4
3,5,47,2176,5,4,1,4,1,5
1,1,45,404,4,4,0,2,1,2
1,5,52,3087,4,5,1,5,1,4
1,5,57,3334,4,3,1,5,1,4
4,4,36,951,3,1,1,4,1,4
1,1,65,946,3,3,1,4,0,4
2,2,39,507,1,2,0,4,1,4
4,5,30,1609,5,4,1,5,1,5
4,4,27,1488,2,3,0,1,1,2
1,4,51,337,4,5,1,4,1,4
3,3,21,305,5,5,1,1,0,1
3,3,18,667,3,1,0,4,1,4
1,4,47,2927,5,5,1,4,1,5
2,5,65,677,1,3,1,2,0,1
3,3,57,588,5,5,1,4,0,4
4,4,51,236,4,5,1,2,1,4
3,3,32,1242,4,4,1,3,1,3
2,2,19,997,5,4,1,2,0,2
4,4,49,551,2,2,1,4,1,4
1,5,48,1597,4,3,1,4,0,3
2,4,70,853,1,1,1,4,0,1
5,4,59,689,5,4,1,4,1,5
3,3,36,984,1,3,0,1,1,1
4,4,52,2457,4,5,1,4,1,4
1,2,60,1416,1,4,1,2,1,1
3,3,30,1635,2,2,1,3,1,3
4,1,51,304,3,3,1,2,0,3
2,2,24,190,2,1,1,5,0,5
2,4,46,2156,5,5,1,4,1,5
1,5,56,692,1,5,1,4,0,1
5,5,21,1144,1,4,0,2,1,2
4,4,59,545,4,1,1,4,1,4
3,4,68,1911,3,1,1,4,1,2
2,2,32,251,3,2,1,5,0,5
3,3,35,479,4,1,1,3,1,3
3,3,62,337,2,3,1,4,0,2
3,3,41,959,4,1,1,4,1,4
0,0,38,257,5,2,1,3,0,3
3,4,25,2288,4,2,1,5,1,5
4,5,52,989,4,4,1,1,1,4
2,5,62,834,3,4,1,4,0,3
4,5,22,251,2,4,0,4,1,4
2,4,17,312,5,4,1,4,1,4
2,5,27,3634,4,3,1,5,1,5
4,4,43,236,5,4,1,3,0,3
4,4,39,349,3,1,0,3,1,3
3,3,41,421,2,2,1,3,0,3
3,5,47,237,4,4,1,5,1,4
0,5,49,2456,5,3,1,5,1,5
0,4,57,3809,1,4,1,5,1,1
2,2,44,335,5,3,1,3,0,5
4,4,8,767,4,4,1,1,0,1
2,5,40,331,5,3,1,5,1,5
5,5,67,462,5,4,1,5,0,5
2,1,40,1005,4,5,1,1,0,3
4,5,42,3445,5,4,1,4,1,5
2,5,50,3833,4,3,1,4,1,4
3,4,23,2899,4,4,1,5,1,5
2,2,50,1269,4,2,1,2,1,2
1,1,66,404,5,3,1,4,0,4
3,4,56,644,3,1,1,3,1,3
5,4,44,373,4,5,1,5,1,4
3,3,67,626,4,5,1,4,0,3
4,5,45,2734,4,4,1,5,1,5
5,4,58,3634,5,3,1,5,1,5
4,5,21,102,4,5,0,1,1,4
4,5,25,2446,4,4,1,4,1,4
1,4,61,2583,3,4,1,4,0,3
0,5,54,3054,5,3,1,4,1,5
0,0,20,201,3,4,0,3,1,3
1,4,58,1987,5,4,1,5,1,5
1,5,53,3606,5,3,1,5,1,5
4,4,23,507,5,5,0,1,1,1
4,4,38,372,4,2,1,4,1,4
2,2,46,967,4,3,0,2,1,2
2,2,32,316,4,4,1,2,0,2
2,2,13,401,4,5,1,5,0,5
2,4,52,1747,5,5,1,5,1,5
3,3,28,2139,1,3,0,5,1,5
2,2,48,2402,5,3,1,5,0,5
4,4,48,2405,5,3,1,4,1,5
2,2,16,775,3,4,1,2,1,2
2,3,59,236,2,3,1,4,1,2
4,3,58,1754,1,1,1,2,0,3
1,4,65,223,3,3,1,3,0,3
5,5,41,1050,4,4,1,5,1,5
3,4,68,1044,3,3,1,3,1,3
3,4,58,2850,2,3,1,4,1,2
3,3,11,551,5,5,1,1,0,1
2,2,29,1744,3,3,1,2,1,2
4,4,49,304,4,4,1,3,0,3
4,4,65,374,3,3,1,4,1,4
2,3,40,554,2,3,1,4,1,2
2,2,8,546,2,4,0,1,1,1
3,3,52,214,4,3,1,3,0,3
3,2,44,3092,3,1,1,2,1,3
4,4,20,1635,4,4,0,4,1,4
4,4,26,419,4,4,1,4,0,4
4,3,23,304,4,1,0,2,1,5
1,4,45,331,1,1,1,3,1,1
3,4,10,945,1,5,1,2,0,2
3,3,8,762,5,4,1,5,0,5
3,3,29,3831,4,1,1,3,1,3
2,4,24,2657,5,3,1,4,1,4
0,4,76,200,1,2,1,2,1,1
2,5,16,432,4,3,1,5,0,5
4,4,20,929,2,3,0,4,1,4
4,0,28,197,4,5,1,5,0,5
3,5,22,3920,5,5,1,5,1,5
1,5,23,1671,4,3,1,5,1,5
2,5,30,1634,4,5,1,5,1,5
4,4,45,354,5,5,1,5,1,5
5,5,16,204,5,1,1,2,0,2
4,4,30,846,5,3,0,4,1,4
1,5,39,2988,3,3,1,5,1,3
1,3,65,3429,1,3,1,3,1,1
4,4,33,507,2,2,1,4,1,4
5,5,40,2475,4,3,1,4,1,4
5,5,21,999,1,3,1,1,0,1
0,2,31,3307,3,2,1,2,1,2
3,4,33,261,3,2,1,4,1,3
3,3,44,1535,3,3,1,4,1,3
3,3,50,979,4,4,1,3,1,3
2,2,28,1042,4,1,0,3,1,3
1,1,13,820,2,2,1,5,0,5
2,3,55,3122,2,4,1,3,1,2
2,3,41,575,4,1,1,3,1,4
0,0,51,134,3,1,1,5,0,5
1,1,28,867,4,3,1,1,1,1
1,5,36,3042,5,4,1,4,1,5
4,4,42,1438,1,5,1,5,0,1
5,4,55,895,5,5,1,4,1,5
1,5,15,1105,4,3,1,5,1,5
1,4,58,406,5,3,1,4,0,5
3,3,69,495,4,3,1,5,0,5
3,3,7,1506,4,2,1,1,0,1
0,5,45,2139,1,5,1,5,0,1
2,2,25,944,3,3,1,2,1,2
4,4,65,120,1,5,1,1,0,3
5,5,22,837,3,2,1,3,1,5
1,5,54,1013,3,4,1,4,1,3
5,5,39,373,1,3,1,5,1,5
4,4,69,442,2,2,1,3,0,2
3,4,45,3392,4,2,1,2,1,4
3,3,43,957,4,5,1,5,0,5
4,4,33,2000,3,3,1,4,1,3
3,5,44,3620,3,3,1,5,1,3
2,4,50,451,1,3,1,5,0,5
2,2,72,1204,3,1,1,2,1,2
5,3,67,1907,3,1,1,1,1,5
2,4,31,3965,3,3,1,3,1,4
1,4,34,188,1,3,1,3,1,3
1,1,25,528,2,2,0,1,1,1
5,5,30,308,4,4,1,5,0,5
1,1,27,606,4,4,0,1,1,1
5,5,43,1055,4,3,1,2,0,2
5,4,29,1598,5,3,1,4,1,4
5,5,42,413,4,3,1,4,1,4
3,2,63,581,4,5,1,3,0,3
3,3,39,2153,5,3,1,4,1,5
3,3,24,283,4,3,0,1,1,1
5,3,42,1747,5,1,1,4,1,5
4,1,36,3087,4,3,1,3,1,4
0,5,56,2595,1,4,1,5,1,5
3,0,35,139,4,3,1,1,0,1
1,1,38,484,3,4,0,5,1,3
3,3,31,1085,4,4,1,3,1,3
4,5,59,2584,5,4,1,4,1,5
2,2,11,404,4,1,1,2,0,2
3,3,13,584,4,3,1,5,0,4
5,5,52,1892,4,5,1,4,1,4
3,3,39,1076,3,2,1,3,1,3
4,3,38,799,4,3,1,2,0,2
1,1,22,1387,3,4,0,1,1,1
3,5,55,3694,4,4,1,5,1,4
0,3,27,862,1,4,1,5,1,3
4,4,15,1258,4,3,1,1,0,2
3,5,36,1242,2,5,1,3,1,3
3,5,36,1217,4,4,1,5,1,4
2,2,12,300,4,3,1,3,0,3
3,4,69,844,3,3,1,5,0,3
4,4,49,2882,2,5,1,5,1,2
1,4,45,1612,5,4,1,5,1,5
3,5,43,3565,3,4,1,1,1,3
1,1,67,550,1,2,1,4,0,4
4,3,67,484,2,4,1,4,0,2
1,5,61,302,4,4,1,5,0,4
3,4,54,852,3,2,1,3,1,3
3,2,28,2828,2,1,1,3,1,3
3,2,19,2399,2,3,1,3,0,3
1,1,54,302,4,3,1,1,1,1
1,0,52,1379,1,4,1,2,0,3
4,4,28,431,4,2,1,2,0,2
2,2,7,866,4,4,1,4,0,4
2,2,18,967,3,3,0,3,1,3
5,5,28,1437,5,3,0,4,1,4
4,4,40,407,3,2,1,4,1,4
5,4,21,2039,4,4,0,4,1,4
4,5,43,511,3,4,1,5,0,3
4,4,60,3952,4,3,1,5,1,4
2,2,36,368,5,5,0,3,1,3
4,4,49,447,4,4,1,5,1,4
3,5,29,1035,4,5,1,5,0,1
3,3,59,236,4,2,1,2,0,5
4,3,44,210,1,4,1,3,0,3
2,2,12,944,4,1,1,1,0,1
4,4,52,3177,1,4,1,4,1,3
5,5,43,1440,2,3,1,4,1,2
2,4,52,479,4,3,1,4,1,4
4,4,35,1061,5,3,0,2,1,2
2,2,61,1205,3,3,1,3,0,3
3,3,37,251,4,4,0,1,1,1
5,4,42,691,2,4,1,4,0,2
1,5,64,3094,4,5,1,4,1,4
3,3,64,602,3,1,0,3,1,2
4,4,32,3998,4,5,1,4,1,4
3,3,50,407,4,4,1,4,1,4
3,3,56,95,3,4,0,5,1,3
1,4,25,214,5,5,1,4,1,4
4,5,24,1020,5,3,0,1,1,1
4,5,40,280,4,4,1,4,1,4
5,4,26,2139,4,3,1,4,1,4
0,0,27,130,4,3,0,4,1,4
1,4,36,1416,3,5,1,5,1,3
1,5,30,109,5,5,1,5,1,5
3,3,43,3247,3,2,1,2,1,3
3,3,14,1562,3,5,1,2,0,2
4,4,64,528,4,3,1,4,0,5
0,4,44,3918,1,3,1,4,1,1
1,4,21,3523,5,4,1,4,1,4
5,5,43,31,5,5,1,4,1,4
1,1,53,222,3,3,1,1,1,1
3,3,43,552,3,2,0,4,1,4
2,2,8,140,5,1,1,5,0,5
3,4,21,668,5,4,0,1,1,1
1,1,9,1780,3,3,1,1,1,1
1,1,17,746,4,4,1,2,1,1
5,4,46,3145,5,4,1,4,1,5
2,1,48,757,3,2,0,1,1,1
